SRR1930034	SRR1930035	SRR1930036	SRR1930037	SRR1930038	SRR1930039
ENSMUSG00000105068	0	0	0	0	0	0
ENSMUSG00000081226	1	1	1	3	0	1
ENSMUSG00000080515	0	0	0	0	0	0
ENSMUSG00000104624	0	0	0	0	0	0
ENSMUSG00000012428	12	7	5	6	6	2
ENSMUSG00000086528	0	0	0	0	0	0
ENSMUSG00000003161	683	740	729	829	704	689
ENSMUSG00000082867	7	1	38	36	9	2
ENSMUSG00000040537	7929	9450	9027	9562	8941	9193
ENSMUSG00000094226	3	2	1	3	0	6
ENSMUSG00000095290	0	0	0	0	0	0
ENSMUSG00000088103	2	0	0	0	0	0
ENSMUSG00000106265	24	29	14	23	32	42
ENSMUSG00000002297	40	39	38	47	49	51
ENSMUSG00000054099	173	229	168	228	210	207
ENSMUSG00000040570	949	950	937	1254	955	950
ENSMUSG00000105740	30	22	30	28	32	47
ENSMUSG00000040584	328	375	331	434	386	383
ENSMUSG00000105392	3	1	1	4	1	2
ENSMUSG00000104535	4	6	8	6	3	6
ENSMUSG00000097279	0	1	0	0	2	0
ENSMUSG00000028970	41	38	46	56	53	69
ENSMUSG00000105870	1	1	0	1	1	1
ENSMUSG00000042476	93	84	72	96	98	77
ENSMUSG00000106664	6	12	9	15	11	16
ENSMUSG00000003623	556	565	613	776	565	572
ENSMUSG00000078183	3	7	7	3	9	7
ENSMUSG00000102921	0	0	0	0	0	0
ENSMUSG00000099209	0	0	0	0	0	0
ENSMUSG00000084923	0	1	0	2	0	1
ENSMUSG00000079659	284	311	330	377	292	359
ENSMUSG00000042508	1804	1888	1923	2301	1915	1980
ENSMUSG00000089562	0	0	2	1	3	0
ENSMUSG00000080875	4	2	5	6	3	7
ENSMUSG00000089926	0	1	1	2	1	1
ENSMUSG00000056004	1798	2390	2065	2408	2346	2348
ENSMUSG00000086115	2	4	5	8	1	3
ENSMUSG00000077896	0	0	0	0	0	0
ENSMUSG00000003974	2854	3468	3161	3898	3501	3482
ENSMUSG00000106637	11	7	7	19	8	26
ENSMUSG00000089399	0	0	0	0	0	0
ENSMUSG00000105348	0	0	0	0	0	0
ENSMUSG00000106661	0	0	0	0	0	0
ENSMUSG00000091487	1	0	0	1	1	1
ENSMUSG00000105173	0	0	0	0	0	0
ENSMUSG00000073226	2	1	0	2	0	0
ENSMUSG00000100895	0	0	0	0	0	0
ENSMUSG00000069355	0	0	0	0	1	0
ENSMUSG00000105157	0	0	0	0	0	0
ENSMUSG00000091817	0	0	0	0	0	0
ENSMUSG00000105536	0	1	0	0	0	1
ENSMUSG00000106274	0	0	0	0	0	0
ENSMUSG00000105295	0	0	0	0	0	0
ENSMUSG00000105657	0	0	0	0	0	0
ENSMUSG00000091422	0	0	0	0	0	0
ENSMUSG00000104942	0	1	0	0	0	0
ENSMUSG00000106652	0	0	0	0	0	0
ENSMUSG00000095710	0	0	0	0	0	0
ENSMUSG00000091933	0	0	0	0	0	0
ENSMUSG00000104834	0	0	0	0	0	0
ENSMUSG00000105978	0	0	0	0	0	0
ENSMUSG00000106477	0	0	0	0	0	0
ENSMUSG00000106506	0	0	0	0	0	0
ENSMUSG00000094025	0	0	0	0	0	0
ENSMUSG00000105705	0	0	0	0	0	0
ENSMUSG00000104982	0	0	0	0	0	0
ENSMUSG00000095918	0	0	0	0	0	0
ENSMUSG00000104811	0	0	0	0	0	0
ENSMUSG00000096846	0	0	0	0	0	0
ENSMUSG00000105564	0	0	0	0	0	0
ENSMUSG00000106148	0	0	0	0	0	0
ENSMUSG00000095829	0	0	0	0	0	0
ENSMUSG00000106351	0	0	0	0	0	0
ENSMUSG00000106034	0	0	0	0	0	0
ENSMUSG00000096732	0	0	0	0	0	0
ENSMUSG00000104601	0	0	0	0	0	0
ENSMUSG00000105549	0	0	0	0	0	0
ENSMUSG00000105688	0	0	0	0	0	0
ENSMUSG00000095296	0	0	0	0	0	0
ENSMUSG00000106156	0	0	0	0	0	0
ENSMUSG00000104789	0	0	0	0	0	0
ENSMUSG00000091903	0	0	0	0	0	0
ENSMUSG00000104774	0	0	0	0	0	0
ENSMUSG00000105299	0	0	0	0	0	0
ENSMUSG00000094105	0	0	0	0	0	0
ENSMUSG00000099391	0	0	0	0	0	0
ENSMUSG00000105364	0	0	0	0	0	0
ENSMUSG00000094205	0	0	0	0	0	0
ENSMUSG00000104578	0	0	0	0	0	0
ENSMUSG00000105479	0	0	0	0	0	0
ENSMUSG00000094036	0	0	0	0	0	0
ENSMUSG00000106410	0	0	0	0	0	0
ENSMUSG00000106026	0	0	0	0	0	0
ENSMUSG00000067848	0	0	0	0	0	0
ENSMUSG00000105171	0	0	0	0	0	0
ENSMUSG00000099516	0	0	0	0	0	0
ENSMUSG00000103740	0	0	0	0	0	0
ENSMUSG00000105155	0	0	0	0	2	0
ENSMUSG00000104941	0	0	0	0	0	0
ENSMUSG00000040254	170	150	181	207	184	188
ENSMUSG00000105854	2	3	4	6	5	2
ENSMUSG00000104632	2	3	4	1	6	2
ENSMUSG00000105237	0	0	0	0	0	0
ENSMUSG00000094310	0	0	0	0	0	0
ENSMUSG00000096810	1	0	1	3	0	1
ENSMUSG00000104577	0	0	0	0	1	0
ENSMUSG00000062038	3	1	0	0	0	1
ENSMUSG00000028883	1335	1239	1152	1372	1162	1077
ENSMUSG00000105334	1	0	0	0	0	0
ENSMUSG00000105750	24	11	18	18	18	34
ENSMUSG00000105041	12	9	7	15	6	12
ENSMUSG00000104626	9	7	10	10	13	21
ENSMUSG00000105366	41	28	27	45	37	41
ENSMUSG00000104905	1	1	0	1	0	1
ENSMUSG00000104638	0	0	0	0	0	0
ENSMUSG00000105833	2	0	3	1	1	0
ENSMUSG00000090991	0	0	0	0	0	0
ENSMUSG00000067855	0	0	0	0	0	0
ENSMUSG00000090793	0	0	0	0	0	0
ENSMUSG00000106615	0	0	0	0	0	0
ENSMUSG00000105521	0	0	0	0	0	0
ENSMUSG00000105614	0	0	0	0	1	0
ENSMUSG00000089244	0	0	0	0	0	0
ENSMUSG00000063531	996	1104	1004	1048	949	965
ENSMUSG00000105528	13	17	23	16	13	18
ENSMUSG00000085352	6	3	3	6	3	10
ENSMUSG00000106310	15	12	10	9	15	14
ENSMUSG00000061601	8033	11909	9869	9580	10662	11342
ENSMUSG00000097976	3	2	2	1	4	2
ENSMUSG00000106491	59	93	82	76	80	118
ENSMUSG00000105485	38	52	58	55	59	87
ENSMUSG00000104625	27	33	30	28	33	62
ENSMUSG00000106048	37	43	40	26	43	54
ENSMUSG00000106411	8	11	18	16	16	28
ENSMUSG00000105578	1	4	5	3	3	6
ENSMUSG00000098233	6	6	7	6	3	10
ENSMUSG00000105571	58	70	55	62	55	88
ENSMUSG00000104672	15	20	11	16	14	30
ENSMUSG00000033219	0	0	0	0	0	0
ENSMUSG00000091255	0	0	2	0	0	0
ENSMUSG00000072188	0	0	0	0	0	1
ENSMUSG00000091897	0	0	0	0	0	0
ENSMUSG00000106004	0	0	0	0	0	0
ENSMUSG00000099762	0	0	0	0	0	0
ENSMUSG00000094230	0	0	0	0	0	0
ENSMUSG00000106445	0	0	0	0	0	0
ENSMUSG00000105300	0	0	0	0	0	0
ENSMUSG00000096878	1	0	2	1	0	0
ENSMUSG00000070933	0	1	0	0	3	0
ENSMUSG00000069720	0	0	0	0	0	0
ENSMUSG00000089871	0	0	0	0	0	0
ENSMUSG00000073208	0	0	0	0	0	0
ENSMUSG00000106083	0	0	0	0	0	0
ENSMUSG00000105515	0	0	0	0	0	0
ENSMUSG00000105185	0	0	0	0	0	0
ENSMUSG00000105916	0	0	0	0	0	0
ENSMUSG00000105310	0	0	0	0	0	0
ENSMUSG00000096936	35	46	26	48	54	57
ENSMUSG00000040118	4125	5730	4900	5235	4891	4968
ENSMUSG00000104886	36	24	30	33	33	67
ENSMUSG00000105526	59	41	46	38	46	68
ENSMUSG00000106177	15	8	11	10	11	12
ENSMUSG00000097941	1	1	0	0	1	2
ENSMUSG00000028864	133	143	135	179	150	155
ENSMUSG00000106339	0	2	5	3	2	2
ENSMUSG00000105660	0	2	3	3	1	2
ENSMUSG00000059179	0	2	1	1	0	1
ENSMUSG00000109903	0	0	1	2	0	1
ENSMUSG00000099854	0	0	0	0	0	0
ENSMUSG00000105706	2	3	1	3	1	0
ENSMUSG00000091273	0	0	0	0	0	0
ENSMUSG00000091827	2	0	0	0	0	1
ENSMUSG00000090750	0	0	0	0	0	0
ENSMUSG00000058643	1	0	0	0	0	0
ENSMUSG00000106358	0	0	0	0	0	0
ENSMUSG00000028780	561	539	622	781	596	626
ENSMUSG00000002944	12	15	10	16	11	16
ENSMUSG00000028777	0	0	0	0	0	0
ENSMUSG00000057614	2346	2760	2465	2877	2486	2344
ENSMUSG00000104540	9	7	4	5	6	13
ENSMUSG00000104718	0	0	0	0	0	0
ENSMUSG00000105930	0	0	0	0	0	0
ENSMUSG00000089364	0	0	0	0	0	0
ENSMUSG00000106498	25	32	23	43	35	42
ENSMUSG00000097626	26	33	29	41	35	35
ENSMUSG00000106433	0	0	0	0	0	0
ENSMUSG00000040003	3484	3721	3480	3925	3703	3793
ENSMUSG00000106204	15	17	13	15	12	15
ENSMUSG00000088668	3	2	6	1	2	6
ENSMUSG00000096882	1	2	1	1	0	1
ENSMUSG00000077171	5	2	2	1	1	1
ENSMUSG00000106559	1	1	0	3	5	1
ENSMUSG00000087768	2	2	0	0	2	2
ENSMUSG00000106240	1	2	6	2	3	3
ENSMUSG00000073174	8	4	10	12	7	15
ENSMUSG00000105036	1	0	0	1	0	0
ENSMUSG00000039987	521	507	555	603	519	549
ENSMUSG00000082716	2	2	0	2	0	0
ENSMUSG00000045435	165	148	142	196	159	144
ENSMUSG00000039968	436	609	461	483	456	531
ENSMUSG00000101013	5	4	8	9	10	10
ENSMUSG00000028771	512	534	466	505	542	535
ENSMUSG00000106158	12	5	11	7	6	8
ENSMUSG00000087813	0	0	0	0	0	0
ENSMUSG00000096269	0	0	0	0	0	0
ENSMUSG00000106116	3	0	3	3	0	1
ENSMUSG00000106104	0	0	1	0	0	0
ENSMUSG00000039934	121	140	128	135	121	119
ENSMUSG00000104920	0	0	0	1	0	0
ENSMUSG00000105275	2	1	1	0	1	2
ENSMUSG00000064280	5	0	3	4	4	3
ENSMUSG00000039899	32	17	45	70	53	53
ENSMUSG00000047221	225	231	262	287	274	258
ENSMUSG00000048520	11	6	5	3	5	11
ENSMUSG00000039883	8	6	3	6	2	4
ENSMUSG00000106135	3	1	4	9	1	1
ENSMUSG00000106294	5	6	11	7	11	5
ENSMUSG00000038525	344	366	389	449	386	399
ENSMUSG00000044968	614	625	663	625	596	622
ENSMUSG00000081242	4	5	4	4	8	7
ENSMUSG00000029017	833	801	789	1125	841	915
ENSMUSG00000083006	4	2	0	2	1	0
ENSMUSG00000029014	658	682	725	813	733	849
ENSMUSG00000028932	730	812	840	867	746	733
ENSMUSG00000029015	3	2	2	6	8	2
ENSMUSG00000042453	2397	2680	2716	3510	3196	3119
ENSMUSG00000090008	3	2	9	7	5	4
ENSMUSG00000073152	3	3	6	7	5	9
ENSMUSG00000090197	0	2	0	1	2	5
ENSMUSG00000105766	4	4	6	4	2	6
ENSMUSG00000089910	5	0	1	1	1	0
ENSMUSG00000089793	0	0	0	2	0	0
ENSMUSG00000090226	3	2	0	0	1	3
ENSMUSG00000088578	0	0	0	0	0	0
ENSMUSG00000105106	0	0	0	0	0	0
ENSMUSG00000065660	0	0	0	0	0	0
ENSMUSG00000105081	10	5	9	8	7	8
ENSMUSG00000029012	308	304	338	363	314	347
ENSMUSG00000084235	33	5	7	22	26	10
ENSMUSG00000096346	1	4	5	2	2	2
ENSMUSG00000097207	52	48	32	44	35	54
ENSMUSG00000105156	0	3	3	7	3	3
ENSMUSG00000081855	5	13	9	12	394	280
ENSMUSG00000092704	0	0	0	0	0	0
ENSMUSG00000106181	11	12	10	9	4	9
ENSMUSG00000104913	370	294	326	562	272	287
ENSMUSG00000105076	18	11	17	14	23	25
ENSMUSG00000105029	0	0	0	0	0	0
ENSMUSG00000106379	293	372	410	393	369	371
ENSMUSG00000094832	20	18	18	26	20	22
ENSMUSG00000105543	7	14	17	18	18	18
ENSMUSG00000060879	1	2	1	2	2	5
ENSMUSG00000104866	0	1	2	2	2	3
ENSMUSG00000098903	0	1	0	0	0	0
ENSMUSG00000105254	0	0	0	1	0	0
ENSMUSG00000105091	0	0	0	1	0	1
ENSMUSG00000073147	291	292	255	374	236	355
ENSMUSG00000106269	1	1	1	1	2	0
ENSMUSG00000104765	0	0	0	3	3	4
ENSMUSG00000105042	3	7	5	18	4	12
ENSMUSG00000029004	2476	3437	2972	2584	3076	3462
ENSMUSG00000088170	37	48	54	57	48	56
ENSMUSG00000062604	5055	6151	5732	6281	5785	6253
ENSMUSG00000088359	0	0	0	1	0	0
ENSMUSG00000105565	6	12	6	10	6	8
ENSMUSG00000105987	6	10	12	16	14	10
ENSMUSG00000096832	0	0	0	0	0	0
ENSMUSG00000057541	310	379	382	337	364	442
ENSMUSG00000028999	350	364	365	424	364	380
ENSMUSG00000104569	26	11	11	10	14	18
ENSMUSG00000086697	13	12	13	33	17	15
ENSMUSG00000065329	2	0	0	0	1	1
ENSMUSG00000028998	318	287	294	461	264	282
ENSMUSG00000097180	8	5	7	8	6	8
ENSMUSG00000095205	0	0	0	0	0	0
ENSMUSG00000028995	365	414	389	505	444	445
ENSMUSG00000105866	4	3	2	5	0	5
ENSMUSG00000106118	0	0	0	0	0	0
ENSMUSG00000028986	1631	1744	1881	2136	1756	1897
ENSMUSG00000106133	92	106	53	150	69	85
ENSMUSG00000106665	77	84	80	91	74	98
ENSMUSG00000048439	133	137	155	170	124	127
ENSMUSG00000099891	19	24	19	22	11	20
ENSMUSG00000105141	0	0	0	0	0	0
ENSMUSG00000105713	0	0	0	0	0	0
ENSMUSG00000081071	5	2	0	1	5	2
ENSMUSG00000038319	409	482	402	463	423	386
ENSMUSG00000086729	0	0	1	1	0	0
ENSMUSG00000028978	77	57	56	89	67	75
ENSMUSG00000086769	5	5	9	9	13	11
ENSMUSG00000038295	67	66	60	88	74	79
ENSMUSG00000028973	583	514	605	726	556	605
ENSMUSG00000038276	22	41	38	36	42	24
ENSMUSG00000028969	1179	1123	1249	1516	1277	1255
ENSMUSG00000028962	348	303	376	441	370	374
ENSMUSG00000028959	1196	1149	1139	1360	1172	1079
ENSMUSG00000088696	0	0	0	0	0	0
ENSMUSG00000028958	299	248	348	398	338	282
ENSMUSG00000105858	3	3	4	5	2	3
ENSMUSG00000104190	2	3	10	3	10	5
ENSMUSG00000023353	1832	1867	1902	2162	1922	1688
ENSMUSG00000067724	8	2	12	6	7	12
ENSMUSG00000038204	1	2	0	1	0	4
ENSMUSG00000038199	3	2	3	0	0	1
ENSMUSG00000028953	1925	1674	1863	2338	1864	1847
ENSMUSG00000067719	80	7	37	16	17	7
ENSMUSG00000038181	687	597	620	810	666	709
ENSMUSG00000028949	359	335	390	494	346	366
ENSMUSG00000076387	0	0	0	0	0	0
ENSMUSG00000038165	0	0	0	0	0	0
ENSMUSG00000028954	1064	1079	1119	1271	1068	1051
ENSMUSG00000097275	47	59	48	58	46	42
ENSMUSG00000055235	10	7	11	13	4	11
ENSMUSG00000038135	3	2	0	3	2	4
ENSMUSG00000028945	1289	1252	1218	1646	1170	1187
ENSMUSG00000089475	2	3	4	2	2	2
ENSMUSG00000028944	973	959	924	1100	995	930
ENSMUSG00000087314	37	27	35	35	34	38
ENSMUSG00000086446	15	16	13	11	14	22
ENSMUSG00000059631	16	21	27	16	20	17
ENSMUSG00000043833	23	19	28	40	19	28
ENSMUSG00000105763	1	1	0	5	1	3
ENSMUSG00000077832	0	0	0	0	0	0
ENSMUSG00000028938	0	0	0	1	0	0
ENSMUSG00000088842	0	0	0	0	0	0
ENSMUSG00000038072	937	927	986	1165	967	958
ENSMUSG00000054116	0	0	0	0	0	0
ENSMUSG00000038056	3939	4615	4513	4580	4351	4655
ENSMUSG00000106457	65	108	69	62	78	122
ENSMUSG00000092344	8	3	4	7	5	11
ENSMUSG00000092181	3	3	4	6	2	0
ENSMUSG00000092510	0	1	1	1	1	4
ENSMUSG00000097236	31	28	36	45	20	47
ENSMUSG00000077387	0	0	1	1	1	2
ENSMUSG00000038044	4	3	4	7	4	4
ENSMUSG00000101856	32	18	27	35	28	22
ENSMUSG00000105744	1	0	0	1	0	1
ENSMUSG00000059244	0	0	0	0	0	0
ENSMUSG00000106144	0	0	0	0	0	0
ENSMUSG00000106241	15	21	19	11	17	27
ENSMUSG00000028933	124	118	121	126	107	112
ENSMUSG00000104549	0	0	0	1	0	0
ENSMUSG00000056367	745	836	748	916	857	865
ENSMUSG00000105052	0	0	0	10	0	23
ENSMUSG00000104824	1	3	3	2	3	1
ENSMUSG00000095550	4	3	4	6	10	13
ENSMUSG00000104651	5	6	4	8	11	17
ENSMUSG00000106627	3	1	19	3	17	8
ENSMUSG00000096045	0	0	2	20	0	0
ENSMUSG00000091049	0	1	2	4	6	9
ENSMUSG00000090671	19	10	28	32	16	28
ENSMUSG00000067700	1	4	3	0	2	2
ENSMUSG00000073119	25	16	11	13	15	28
ENSMUSG00000073117	20	2	5	5	7	6
ENSMUSG00000105422	6	7	3	8	6	9
ENSMUSG00000073116	6	2	5	16	25	16
ENSMUSG00000051940	0	0	0	2	0	0
ENSMUSG00000067698	8	1	1	4	4	4
ENSMUSG00000059645	28	26	19	30	31	48
ENSMUSG00000105786	0	0	0	0	0	0
ENSMUSG00000029044	0	0	0	0	0	0
ENSMUSG00000105491	0	0	0	0	0	0
ENSMUSG00000061576	3457	3778	3581	3979	3736	3399
ENSMUSG00000104733	0	0	0	0	0	0
ENSMUSG00000080941	0	0	0	0	0	0
ENSMUSG00000081970	2	0	0	0	1	0
ENSMUSG00000105946	26	22	24	16	20	48
ENSMUSG00000106537	19	19	21	21	17	34
ENSMUSG00000048703	23	21	24	17	25	30
ENSMUSG00000086505	6	3	1	4	2	4
ENSMUSG00000002221	1023	958	967	1216	1022	952
ENSMUSG00000105223	0	0	0	0	0	0
ENSMUSG00000105375	0	0	0	0	1	0
ENSMUSG00000039106	544	618	605	707	673	648
ENSMUSG00000104882	47	88	88	87	90	61
ENSMUSG00000106390	13	6	8	5	7	8
ENSMUSG00000104777	4	5	8	14	14	13
ENSMUSG00000097673	1	3	0	1	0	4
ENSMUSG00000106030	2	0	2	0	0	0
ENSMUSG00000045294	960	1227	1209	1048	905	905
ENSMUSG00000039095	8	7	6	10	2	5
ENSMUSG00000106160	0	0	0	0	1	0
ENSMUSG00000044681	0	1	1	8	3	0
ENSMUSG00000048271	1525	1687	1720	1768	1771	1892
ENSMUSG00000002633	19	21	16	21	17	20
ENSMUSG00000097726	7	13	21	22	18	23
ENSMUSG00000097453	6	13	3	9	9	18
ENSMUSG00000105775	2	0	4	2	0	0
ENSMUSG00000104587	0	0	0	1	0	1
ENSMUSG00000029130	261	257	286	343	260	296
ENSMUSG00000089975	16	17	18	10	13	19
ENSMUSG00000010721	644	791	707	870	741	756
ENSMUSG00000105741	37	30	31	45	34	56
ENSMUSG00000093302	0	0	0	0	0	1
ENSMUSG00000097561	14	14	14	22	9	14
ENSMUSG00000001569	482	540	529	579	479	488
ENSMUSG00000001566	0	0	0	0	0	0
ENSMUSG00000093875	0	0	0	0	0	0
ENSMUSG00000078182	0	0	0	0	0	0
ENSMUSG00000039000	1373	1669	1552	1854	1585	1614
ENSMUSG00000104648	0	1	0	0	0	0
ENSMUSG00000088150	0	0	0	0	0	0
ENSMUSG00000105032	1	0	0	0	0	0
ENSMUSG00000053121	1	0	0	0	1	0
ENSMUSG00000029131	2616	2629	2437	3158	2668	2683
ENSMUSG00000106558	4	7	4	3	2	12
ENSMUSG00000105999	0	1	1	1	1	0
ENSMUSG00000106551	1	0	3	4	1	1
ENSMUSG00000105437	0	0	0	0	0	0
ENSMUSG00000105926	1	0	0	0	0	1
ENSMUSG00000105439	0	0	0	0	0	0
ENSMUSG00000025746	0	1	2	1	0	1
ENSMUSG00000025747	29	34	33	52	31	43
ENSMUSG00000104667	1	0	1	1	1	1
ENSMUSG00000086815	7	5	8	8	5	14
ENSMUSG00000044576	110	114	102	113	122	98
ENSMUSG00000025745	1163	1037	1230	1427	1187	1182
ENSMUSG00000059447	672	604	662	857	551	696
ENSMUSG00000088113	0	0	1	0	0	2
ENSMUSG00000067642	1	0	1	0	2	2
ENSMUSG00000075703	1135	1335	1264	1336	1184	1333
ENSMUSG00000085099	49	45	35	84	8	48
ENSMUSG00000073102	180	174	192	268	268	246
ENSMUSG00000106311	4	0	3	0	0	1
ENSMUSG00000062372	859	858	723	1076	953	891
ENSMUSG00000029182	0	0	1	1	0	0
ENSMUSG00000053194	0	0	0	0	0	0
ENSMUSG00000088327	0	0	0	0	0	0
ENSMUSG00000106300	0	0	0	0	0	0
ENSMUSG00000053214	380	397	459	559	443	460
ENSMUSG00000049265	451	415	436	476	407	391
ENSMUSG00000029175	749	613	697	936	700	767
ENSMUSG00000093710	0	0	0	0	0	0
ENSMUSG00000029177	69	49	54	60	48	54
ENSMUSG00000029168	268	303	257	389	335	330
ENSMUSG00000106173	0	0	0	0	0	0
ENSMUSG00000029166	1069	1298	1189	1316	1251	1215
ENSMUSG00000106229	36	57	47	38	59	71
ENSMUSG00000087258	2	4	3	4	6	9
ENSMUSG00000038828	843	842	877	1060	889	909
ENSMUSG00000107086	28	28	26	25	29	32
ENSMUSG00000029165	274	261	283	284	288	296
ENSMUSG00000107201	44	55	58	68	55	62
ENSMUSG00000038803	87	79	65	109	63	88
ENSMUSG00000029163	50	25	38	49	35	40
ENSMUSG00000029162	75	67	79	65	63	61
ENSMUSG00000029161	144	153	153	280	256	227
ENSMUSG00000006638	1	3	3	3	4	3
ENSMUSG00000045302	641	708	570	682	623	646
ENSMUSG00000006642	3	1	3	7	4	5
ENSMUSG00000006641	335	286	356	416	336	338
ENSMUSG00000013622	637	561	629	738	601	586
ENSMUSG00000013629	386	377	383	553	438	427
ENSMUSG00000029151	954	909	942	1328	1066	989
ENSMUSG00000104299	14	6	9	13	13	9
ENSMUSG00000053856	0	0	0	0	0	0
ENSMUSG00000062077	0	0	0	0	0	0
ENSMUSG00000107265	0	0	0	0	0	0
ENSMUSG00000038676	0	0	0	1	0	0
ENSMUSG00000107283	380	356	370	524	436	383
ENSMUSG00000101678	7	6	23	15	22	16
ENSMUSG00000106864	296	327	326	316	293	316
ENSMUSG00000029145	401	423	487	521	434	452
ENSMUSG00000029146	660	585	654	695	600	604
ENSMUSG00000043059	193	210	162	214	187	177
ENSMUSG00000029147	670	880	779	918	790	888
ENSMUSG00000106717	35	36	39	31	46	39
ENSMUSG00000055424	2	0	3	4	1	3
ENSMUSG00000029148	1251	1200	1334	1491	1310	1264
ENSMUSG00000029149	48	45	39	50	30	35
ENSMUSG00000038564	719	822	827	998	899	859
ENSMUSG00000038552	1266	1128	1261	1693	1282	1301
ENSMUSG00000059434	0	2	0	12	5	2
ENSMUSG00000106935	0	0	0	0	0	0
ENSMUSG00000106866	0	0	0	0	0	0
ENSMUSG00000106950	0	0	0	0	0	1
ENSMUSG00000062761	909	956	913	1014	833	871
ENSMUSG00000107120	12	18	14	18	16	25
ENSMUSG00000029138	0	1	0	2	1	1
ENSMUSG00000107142	0	0	0	0	0	0
ENSMUSG00000064037	295	298	351	386	336	351
ENSMUSG00000053134	413	363	403	494	395	414
ENSMUSG00000029141	579	626	640	783	626	619
ENSMUSG00000107352	102	110	117	121	120	127
ENSMUSG00000107355	7	12	10	22	6	14
ENSMUSG00000107015	2	4	1	1	1	1
ENSMUSG00000106918	189	242	244	296	281	231
ENSMUSG00000105617	0	0	0	0	0	0
ENSMUSG00000029136	25	24	19	40	24	19
ENSMUSG00000099301	0	1	2	2	3	3
ENSMUSG00000052139	335	448	434	451	477	428
ENSMUSG00000107151	0	0	0	0	0	4
ENSMUSG00000088514	0	0	0	1	0	0
ENSMUSG00000107140	3	4	3	3	2	5
ENSMUSG00000106894	6	5	7	9	5	7
ENSMUSG00000102759	0	3	0	5	4	4
ENSMUSG00000029135	1236	1420	1283	1244	1036	808
ENSMUSG00000096091	0	0	0	0	0	0
ENSMUSG00000107220	0	0	0	0	0	0
ENSMUSG00000029134	27	27	36	59	51	36
ENSMUSG00000081200	0	0	0	0	0	0
ENSMUSG00000107078	0	1	0	0	0	0
ENSMUSG00000107036	0	0	0	0	0	0
ENSMUSG00000107211	0	2	6	0	0	1
ENSMUSG00000014956	4080	5212	4440	5304	4684	4469
ENSMUSG00000107197	5	7	8	13	8	8
ENSMUSG00000107083	28	33	25	31	23	48
ENSMUSG00000080753	12	15	7	8	4	11
ENSMUSG00000085234	5	3	3	3	1	2
ENSMUSG00000107316	0	0	0	0	0	0
ENSMUSG00000106835	0	0	0	0	0	0
ENSMUSG00000107277	34	29	16	34	26	28
ENSMUSG00000014932	234	238	270	365	280	252
ENSMUSG00000107018	0	0	0	0	0	0
ENSMUSG00000106680	18	10	16	18	9	12
ENSMUSG00000082305	17	30	26	31	32	31
ENSMUSG00000023452	340	291	356	421	326	373
ENSMUSG00000093574	0	0	0	0	0	0
ENSMUSG00000105647	0	0	0	0	0	0
ENSMUSG00000054280	1790	2001	1858	2354	2005	2090
ENSMUSG00000105429	17	18	14	14	21	19
ENSMUSG00000106654	2	9	5	11	6	4
ENSMUSG00000037426	1171	1336	1380	1511	1393	1387
ENSMUSG00000089080	1	1	1	1	1	2
ENSMUSG00000105929	15	14	20	14	17	20
ENSMUSG00000018965	13485	13871	14038	16247	14092	13858
ENSMUSG00000107046	0	0	0	0	0	0
ENSMUSG00000093885	0	2	1	1	0	1
ENSMUSG00000011034	0	0	2	1	0	0
ENSMUSG00000081022	0	0	0	0	0	0
ENSMUSG00000081618	0	0	0	0	0	0
ENSMUSG00000037379	6	0	1	2	0	2
ENSMUSG00000037373	2882	2652	2804	3410	2765	2670
ENSMUSG00000107161	19	21	14	11	18	22
ENSMUSG00000092275	0	0	0	0	0	0
ENSMUSG00000079562	914	877	887	1100	937	901
ENSMUSG00000037355	347	391	409	409	378	394
ENSMUSG00000029112	0	0	0	0	1	0
ENSMUSG00000107248	0	0	0	0	0	0
ENSMUSG00000037339	370	343	351	448	361	355
ENSMUSG00000097271	10	10	7	8	15	8
ENSMUSG00000004642	290	304	338	379	335	302
ENSMUSG00000106834	4	6	6	8	4	7
ENSMUSG00000019295	353	332	350	414	356	363
ENSMUSG00000037313	55	74	80	90	77	77
ENSMUSG00000106971	0	0	0	0	0	0
ENSMUSG00000106896	23	21	44	44	27	30
ENSMUSG00000054252	1243	1056	1276	1578	1243	1149
ENSMUSG00000005299	1187	1349	1279	1476	1309	1270
ENSMUSG00000059064	5	7	1	4	5	2
ENSMUSG00000107149	4	3	2	1	1	3
ENSMUSG00000057406	2964	3439	3249	3908	3253	3488
ENSMUSG00000029111	365	383	454	484	419	403
ENSMUSG00000098830	1	0	3	1	0	1
ENSMUSG00000107043	10	8	4	7	5	7
ENSMUSG00000106688	3	3	2	1	0	0
ENSMUSG00000070858	189	157	139	236	194	157
ENSMUSG00000106743	91	131	110	143	132	137
ENSMUSG00000048142	3720	3605	4100	4160	3671	3695
ENSMUSG00000045102	17	20	20	40	26	44
ENSMUSG00000106868	0	2	1	0	0	4
ENSMUSG00000106771	0	0	0	0	0	0
ENSMUSG00000106902	0	0	0	0	0	3
ENSMUSG00000079555	112	147	155	194	151	184
ENSMUSG00000077454	0	0	1	0	2	0
ENSMUSG00000037235	1279	1536	1603	2294	1875	1872
ENSMUSG00000106702	0	0	0	0	0	0
ENSMUSG00000037224	718	892	817	935	893	918
ENSMUSG00000086291	64	70	58	63	62	85
ENSMUSG00000106888	15	12	12	11	13	17
